,state,pc_name,candidate,sex,age,category,party,general_votes,postal_votes,total_votes_x,total_electors,margin,margin_difference,votes,total_votes_y,votes_share
406,Odisha,Bolangir,Sangeeta Kumari Singh Deo,FEMALE,57.0,GENERAL,BJP,496237,1849,498086,1744446,0,,9130768,23794122,38.374048851224686
407,Odisha,Kalahandi,BASANTA KUMAR PANDA,MALE,58.0,GENERAL,BJP,429710,3364,433074,1611056,0,,9130768,23794122,38.374048851224686
408,Odisha,Mayurbhanj ,BISHWESWAR TUDU,MALE,54.0,ST,BJP,480253,3559,483812,1493205,0,,9130768,23794122,38.374048851224686
409,Odisha,Sambalpur,NITESH GANGA DEB,MALE,47.0,GENERAL,BJP,471382,2388,473770,1468530,0,,9130768,23794122,38.374048851224686
410,Odisha,Sundargarh ,Jual Oram,MALE,58.0,ST,BJP,498468,1588,500056,1531525,0,,9130768,23794122,38.374048851224686
411,Karnataka,Bangalore Rural,D.K. SURESH,MALE,52.0,GENERAL,INC,877712,546,878258,2497458,0,,11203016,35138682,31.88228858441532
412,Bihar,Banka,GIRIDHARI YADAV,MALE,58.0,GENERAL,JD(U),476948,840,477788,1699394,0,,8902719,40806661,21.81682789483805
413,Bihar,Bhagalpur,AJAY KUMAR MANDAL,MALE,41.0,GENERAL,JD(U),616724,1530,618254,1823820,0,,8902719,40806661,21.81682789483805
414,Bihar,Gaya (SC),Vijay Kumar,MALE,55.0,SC,JD(U),465748,1259,467007,1704596,0,,8902719,40806661,21.81682789483805
415,Bihar,Gopalganj (SC),DR. ALOK KUMAR SUMAN,MALE,61.0,SC,JD(U),562424,5726,568150,1839514,0,,8902719,40806661,21.81682789483805
416,Bihar,Jahanabad,CHANDESHWAR PRASAD,MALE,68.0,GENERAL,JD(U),333191,2393,335584,1588454,0,,8902719,40806661,21.81682789483805
417,Bihar,Jhanjharpur,Ramprit Mandal,MALE,63.0,GENERAL,JD(U),601597,794,602391,1852417,0,,8902719,40806661,21.81682789483805
418,Bihar,Karakat,MAHABALI SINGH,MALE,64.0,GENERAL,JD(U),396282,2126,398408,1771254,0,,8902719,40806661,21.81682789483805
419,Bihar,Katihar,DULAL CHANDRA GOSWAMI,MALE,51.0,GENERAL,JD(U),558984,439,559423,1653353,0,,8902719,40806661,21.81682789483805
420,Bihar,Madhepura,Dinesh Chandra Yadav,MALE,67.0,GENERAL,JD(U),623460,874,624334,1884883,0,,8902719,40806661,21.81682789483805
421,Bihar,Munger,RAJIV RANJAN SINGH ALIAS LALAN SINGH,MALE,65.0,GENERAL,JD(U),525519,3243,528762,1888025,0,,8902719,40806661,21.81682789483805
422,Bihar,Nalanda,Kaushlendra Kumar,MALE,60.0,GENERAL,JD(U),539183,1705,540888,2114809,0,,8902719,40806661,21.81682789483805
423,Bihar,Purnia,SANTOSH KUMAR,MALE,43.0,GENERAL,JD(U),632435,489,632924,1765312,0,,8902719,40806661,21.81682789483805
424,Bihar,Sitamarhi,Sunil Kumar Pintu,MALE,58.0,GENERAL,JD(U),565533,2212,567745,1752454,0,,8902719,40806661,21.81682789483805
425,Bihar,Siwan,Kavita Singh,FEMALE,33.0,GENERAL,JD(U),447171,1302,448473,1799551,0,,8902719,40806661,21.81682789483805
426,Bihar,Supaul,Dileshwar Kamait,MALE,73.0,GENERAL,JD(U),596807,570,597377,1690620,0,,8902719,40806661,21.81682789483805
427,Bihar,Valmiki Nagar,BAIDYANATH PRASAD MAHTO,MALE,62.0,GENERAL,JD(U),601227,1433,602660,1665502,0,0.0,8902719,40806661,21.81682789483805
428,Maharashtra,Baramati,Supriya Sule,FEMALE,49.0,GENERAL,NCP,683705,3009,686714,2114663,0,,8387363,54054245,15.516566737727999
429,Maharashtra,Raigad,Tatkare Sunil Dattatray,MALE,64.0,GENERAL,NCP,484563,2405,486968,1652965,0,,8387363,54054245,15.516566737727999
430,Maharashtra,Satara,SHRIMANT CHH. UDAYANRAJE PRATAPSINHMAHARAJ BHONSLE,MALE,53.0,GENERAL,NCP,576078,2948,579026,1848489,0,,8387363,54054245,15.516566737727999
431,Maharashtra,Shirur,Dr. Amol Ramsing Kolhe,MALE,38.0,GENERAL,NCP,634554,1276,635830,2175529,0,,8387363,54054245,15.516566737727999
432,Assam,Barpeta,Abdul Khaleque,MALE,44.0,GENERAL,INC,643441,1732,645173,1685149,0,567513.0,6373659,17986066,35.436648570065294
433,Assam,Kaliabor,Gaurav Gogoi,MALE,36.0,GENERAL,INC,785014,1078,786092,1734938,0,561025.0,6373659,17986066,35.436648570065294
434,Assam,Nowgong,Pradyut Bordoloi,MALE,59.0,GENERAL,INC,738881,843,739724,1794648,0,383729.0,6373659,17986066,35.436648570065294
435,Punjab,Bathinda,Harsimrat Kaur Badal,FEMALE,52.0,GENERAL,SAD,490811,2013,492824,1621671,0,,3778574,13765432,27.44973060053618
436,Punjab,Firozpur,SUKHBIR SINGH BADAL,MALE,56.0,GENERAL,SAD,631100,2327,633427,1618419,0,,3778574,13765432,27.44973060053618
437,Telangana,Bhongir ,Komati Reddy Venkat Reddy,MALE,55.0,GENERAL,INC,532031,764,532795,1628033,0,,5496686,18642895,29.484079591715773
438,Telangana,Malkajgiri,ANUMULA REVANTH REDDY,MALE,51.0,GENERAL,INC,602907,841,603748,3150313,0,,5496686,18642895,29.484079591715773
439,Telangana,Nalgonda,UTTAM KUMAR REDDY NALAMADA,MALE,55.0,GENERAL,INC,525508,520,526028,1585980,0,,5496686,18642895,29.484079591715773
440,Maharashtra,Buldhana,Jadhav Prataprao Ganpatrao,MALE,58.0,GENERAL,SHS,520537,1440,521977,1762918,0,,12589064,54054245,23.28968612918375
441,Maharashtra,Hatkanangle,Dhairyasheel Sambhajirao Mane,MALE,38.0,GENERAL,SHS,582776,3000,585776,1776555,0,,12589064,54054245,23.28968612918375
442,Maharashtra,Hingoli ,Hemant Patil,MALE,48.0,GENERAL,SHS,583392,2920,586312,1733729,0,,12589064,54054245,23.28968612918375
443,Maharashtra,Kalyan,Dr. SHRIKANT EKNATH SHINDE,MALE,32.0,GENERAL,SHS,558023,1700,559723,1965676,0,,12589064,54054245,23.28968612918375
444,Maharashtra,Kolhapur,Sanjay Sadashivrao Mandlik,MALE,54.0,GENERAL,SHS,745675,3410,749085,1880496,0,,12589064,54054245,23.28968612918375
445,Maharashtra,Maval,SHRIRANG APPA CHANDU BARNE,MALE,55.0,GENERAL,SHS,718950,1713,720663,2298080,0,,12589064,54054245,23.28968612918375
446,Maharashtra,Mumbai   South,Arvind Ganpat Sawant,MALE,67.0,GENERAL,SHS,420530,1407,421937,1554176,0,,12589064,54054245,23.28968612918375
447,Maharashtra,Mumbai North West,Gajanan Kirtikar,MALE,75.0,GENERAL,SHS,569018,1045,570063,1732263,0,,12589064,54054245,23.28968612918375
448,Maharashtra,Mumbai South central,Rahul Ramesh Shewale,MALE,47.0,SC,SHS,423743,1170,424913,1440380,0,,12589064,54054245,23.28968612918375
449,Maharashtra,Nashik,Godse Hemant Tukaram,MALE,48.0,GENERAL,SHS,562034,1565,563599,1885064,0,,12589064,54054245,23.28968612918375
450,Maharashtra,Osmanabad,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,MALE,35.0,GENERAL,SHS,591605,5035,596640,1889740,0,,12589064,54054245,23.28968612918375
451,Maharashtra,Palghar ,Rajendra Dhedya Gavit,MALE,51.0,ST,SHS,579989,490,580479,1885600,0,,12589064,54054245,23.28968612918375
452,Maharashtra,Parbhani,JADHAV SANJAY (BANDU) HARIBHAU,MALE,52.0,GENERAL,SHS,538214,727,538941,1985228,0,,12589064,54054245,23.28968612918375
453,Maharashtra,Ramtek ,Krupal Balaji Tumane,MALE,53.0,SC,SHS,594827,2299,597126,1922764,0,,12589064,54054245,23.28968612918375
454,Maharashtra,Ratnagiri - sindhudurg,Vinayak Raut,MALE,65.0,GENERAL,SHS,456013,2009,458022,1455577,0,,12589064,54054245,23.28968612918375
455,Maharashtra,Shirdi,SADASHIV KISAN LOKHANDE,MALE,56.0,SC,SHS,483449,3371,486820,1587079,0,,12589064,54054245,23.28968612918375
456,Maharashtra,Thane,RAJAN BABURAO VICHARE,MALE,57.0,GENERAL,SHS,738618,2351,740969,2370903,0,,12589064,54054245,23.28968612918375
457,Maharashtra,Yavatmal-Washim,Bhavana Pundlikrao Gawali,FEMALE,46.0,GENERAL,SHS,540104,1994,542098,1916185,0,,12589064,54054245,23.28968612918375
458,Chandigarh,CHANDIGARH,KIRRON KHER,FEMALE,66.0,GENERAL,BJP,230967,221,231188,646729,0,,231188,456568,50.636049832664575
459,NCT OF Delhi,CHANDNI CHOWK                 ,HARSH VARDHAN,MALE,64.0,GENERAL,BJP,517939,1116,519055,1562283,0,,4908541,8679012,56.55644905203495
460,NCT OF Delhi,EAST DELHI                    ,GAUTAM GAMBHIR,MALE,37.0,GENERAL,BJP,695109,1047,696156,2039302,0,,4908541,8679012,56.55644905203495
461,NCT OF Delhi,NEW DELHI                     ,MEENAKASHI LEKHI,FEMALE,51.0,GENERAL,BJP,503157,1049,504206,1617470,0,,4908541,8679012,56.55644905203495
462,NCT OF Delhi,NORTH EAST DELHI              ,MANOJ TIWARI,MALE,47.0,GENERAL,BJP,785262,2537,787799,2290492,0,,4908541,8679012,56.55644905203495
463,NCT OF Delhi,NORTH WEST DELHI              ,HANS RAJ HANS,MALE,57.0,SC,BJP,847737,926,848663,2378995,0,,4908541,8679012,56.55644905203495
464,NCT OF Delhi,SOUTH DELHI                   ,RAMESH BIDHURI,MALE,57.0,GENERAL,BJP,685789,1225,687014,2067463,0,,4908541,8679012,56.55644905203495
465,NCT OF Delhi,WEST DELHI                    ,PARVESH SAHIB SINGH VERMA,MALE,41.0,GENERAL,BJP,862058,3590,865648,2371644,0,,4908541,8679012,56.55644905203495
466,Telangana,CHEVELLA,Dr. G. Ranjith Reddy,MALE,54.0,GENERAL,TRS,527878,270,528148,2443112,0,,7696848,18642895,41.285690875800135
467,Telangana,Khammam ,NAMA NAGESWR RAO,MALE,62.0,GENERAL,TRS,566621,838,567459,1513809,0,,7696848,18642895,41.285690875800135
468,Telangana,Mahabubabad  ,Kavitha Malothu,FEMALE,39.0,ST,TRS,461824,285,462109,1424385,0,,7696848,18642895,41.285690875800135
469,Telangana,Mahbubnagar,MANNE SRINIVAS REDDY,MALE,60.0,GENERAL,TRS,411241,161,411402,1506102,0,,7696848,18642895,41.285690875800135
470,Telangana,Medak,Kotha Prabhakar Reddy,MALE,53.0,GENERAL,TRS,595830,218,596048,1603318,0,,7696848,18642895,41.285690875800135
471,Telangana,Nagarkurnool,POTHUGANTI RAMULU,MALE,66.0,SC,TRS,499428,244,499672,1588111,0,,7696848,18642895,41.285690875800135
472,Telangana,Peddapalle ,Venkatesh Netha Borlakunta,MALE,42.0,SC,TRS,441007,314,441321,1479091,0,,7696848,18642895,41.285690875800135
473,Telangana,Warangal,DAYAKAR PASUNOORI,MALE,51.0,SC,TRS,612027,471,612498,1666770,0,,7696848,18642895,41.285690875800135
474,Telangana,Zahirabad,B.B.PATIL,MALE,63.0,GENERAL,TRS,434066,178,434244,1498666,0,,7696848,18642895,41.285690875800135
475,Madhya Pradesh,CHHINDWARA,NAKUL KAMAL NATH,MALE,44.0,GENERAL,INC,586551,754,587305,1514783,0,,12733074,36910610,34.49705653740212
476,Maharashtra,Chandrapur,Balubhau alias Suresh Narayan Dhanorkar,MALE,43.0,GENERAL,INC,557550,1957,559507,1910188,0,,8792237,54054245,16.265580991835147
477,Jharkhand,Chatra,SUNIL KUMAR SINGH,MALE,55.0,GENERAL,BJP,526205,1872,528077,1425218,0,,7623987,14961958,50.95581073011968
478,Jharkhand,Dhanbad,PASHUPATI NATH SINGH,MALE,69.0,GENERAL,BJP,824704,2530,827234,2072634,0,,7623987,14961958,50.95581073011968
479,Jharkhand,Dumka,SUNIL SOREN,MALE,39.0,ST,BJP,483748,1175,484923,1397253,0,,7623987,14961958,50.95581073011968
480,Jharkhand,Godda,Nishikant Dubey,MALE,47.0,GENERAL,BJP,635383,2227,637610,1716766,0,,7623987,14961958,50.95581073011968
481,Jharkhand,Hazaribagh,JAYANT SINHA,MALE,55.0,GENERAL,BJP,727359,1439,728798,1667465,0,,7623987,14961958,50.95581073011968
482,Jharkhand,Jamshedpur,Bidyut Baran Mahato,MALE,56.0,GENERAL,BJP,678984,648,679632,1703279,0,,7623987,14961958,50.95581073011968
483,Jharkhand,Khunti,ARJUN MUNDA,MALE,50.0,ST,BJP,381566,1072,382638,1202664,0,,7623987,14961958,50.95581073011968
484,Jharkhand,Kodarma,ANNPURNA DEVI,FEMALE,50.0,GENERAL,BJP,751996,1020,753016,1814125,0,,7623987,14961958,50.95581073011968
485,Jharkhand,Lohardaga,SUDARSHAN BHAGAT,MALE,52.0,ST,BJP,369527,2068,371595,1234286,0,,7623987,14961958,50.95581073011968
486,Jharkhand,Palamau,VISHNU DAYAL RAM,MALE,68.0,SC,BJP,753240,2419,755659,1881441,0,,7623987,14961958,50.95581073011968
487,Jharkhand,Ranchi,SANJAY SETH,MALE,60.0,GENERAL,BJP,703983,2527,706510,1915959,0,,7623987,14961958,50.95581073011968
488,Tamil Nadu,Chidambaram ,THIRUMAAVALAVAN THOL,MALE,56.0,SC,VCK,498401,1828,500229,1480222,0,,500229,43392884,1.1527903976145029
489,Tamil Nadu,Coimbatore,NATARAJAN. P.R,MALE,68.0,GENERAL,CPIM,567741,3409,571150,1958904,0,,1019003,43392884,2.348318217337202
490,Tamil Nadu,Madurai,VENKATESAN S,MALE,49.0,GENERAL,CPIM,444152,2923,447075,1539026,0,,1019003,43392884,2.348318217337202
491,Dadra & Nagar Haveli,Dadra And Nagar Haveli,DELKAR MOHANBHAI SANJIBHAI,MALE,56.0,ST,IND,90399,22,90421,250029,0,,97458,198983,48.978053401546866
492,Daman & Diu,Daman & diu,LALUBHAI BABUBHAI PATEL,MALE,63.0,GENERAL,BJP,37586,11,37597,121740,0,,37597,87469,42.983228343756075
493,Assam,Dhubri,BADRUDDIN AJMAL,MALE,63.0,GENERAL,AIUDF,718131,633,718764,1858566,0,567033.0,1402088,17986066,7.7954122930495195
494,Jharkhand,Giridih,Chandra Prakash Choudhary,MALE,50.0,GENERAL,AJSUP,646864,1413,648277,1649413,0,,648277,14961958,4.332835314736213
495,Andhra Pradesh,Guntur,Jayadev Galla,MALE,53.0,GENERAL,TDP,586292,1626,587918,1706119,0,319031.0,12515345,31612534,39.58981902558017
496,Andhra Pradesh,Srikakulam,KINJARAPU RAM MOHAN NAIDU,MALE,32.0,GENERAL,TDP,529213,5331,534544,1553860,0,443539.0,12515345,31612534,39.58981902558017
497,Andhra Pradesh,Vijayawada,KESINENI SRINIVAS (NANI),MALE,53.0,GENERAL,TDP,573929,1569,575498,1652994,0,391978.0,12515345,31612534,39.58981902558017
498,Punjab,Gurdaspur,SUNNY DEOL,MALE,59.0,GENERAL,BJP,551177,7542,558719,1595284,0,,1325445,13765432,9.628793342628114
499,Punjab,Hoshiarpur,SOM PARKASH,MALE,70.0,SC,BJP,416711,4609,421320,1597500,0,,1325445,13765432,9.628793342628114
500,Bihar,Hajipur (SC),PASHU PATI KUMAR PARAS,MALE,66.0,SC,LJP,539665,1645,541310,1823664,0,,3206979,40806661,7.858959594856339
501,Bihar,Jamui (SC),CHIRAG KUMAR PASWAN,MALE,37.0,SC,LJP,527860,1274,529134,1718814,0,,3206979,40806661,7.858959594856339
502,Bihar,Khagaria,Choudhary Mehboob Ali Kaiser,MALE,52.0,GENERAL,LJP,509138,1055,510193,1676454,0,,3206979,40806661,7.858959594856339
503,Bihar,Nawada,Chandan Singh,MALE,36.0,GENERAL,LJP,491956,3728,495684,1899747,0,,3206979,40806661,7.858959594856339
504,Bihar,Samastipur (SC),Ramchandra Paswan,MALE,58.0,SC,LJP,561460,983,562443,1679030,0,,3206979,40806661,7.858959594856339
505,Bihar,Vaishali,Veena Devi (W/o Dinesh Prasad Singh),FEMALE,48.0,GENERAL,LJP,566707,1508,568215,1735983,0,,3206979,40806661,7.858959594856339
506,Karnataka,Hassan,PRAJWAL REVANNA,MALE,28.0,GENERAL,JD(S),675512,1094,676606,1652999,0,,3397229,35138682,9.668060401354838
507,Telangana,Hyderabad,ASADUDDIN OWAISI,MALE,49.0,GENERAL,AIMIM,517239,232,517471,1957931,0,,517471,18642895,2.7757008769292537
508,Manipur,Inner manipur,DR RAJKUMAR RANJAN SINGH,MALE,67.0,GENERAL,BJP,261802,1830,263632,937464,0,,553377,1617330,34.215466231381356
509,Jammu & Kashmir,Jammu,Jugal Kishore,MALE,56.0,GENERAL,BJP,840214,17852,858066,2047302,0,,1648041,3552622,46.38942730186324
510,Jammu & Kashmir,Ladakh,Jamyang Tsering Namgyal,MALE,33.0,ST,BJP,41315,1599,42914,179232,0,,1648041,3552622,46.38942730186324
511,Jammu & Kashmir,Udhampur,DR. JITENDRA SINGH,MALE,62.0,GENERAL,BJP,715406,8905,724311,1685816,0,,1648041,3552622,46.38942730186324
512,Bihar,Kishanganj,Dr. Mohammad Jawed,MALE,54.0,GENERAL,INC,366820,197,367017,1659651,0,,3140797,40806661,7.696775288720634
513,Assam,Kokrajhar,Naba Kumar Sarania,MALE,50.0,ST,IND,482556,2004,484560,1776358,0,0.0,868715,17986066,4.8299333495162315
514,Kerala,Kollam,N.K.Premachandran,MALE,58.0,GENERAL,RSP,497264,2413,499677,1296720,0,,499677,20385216,2.451173438633174
515,Odisha,Koraput ,SAPTAGIRI SANKAR ULAKA,MALE,40.0,ST,INC,370434,695,371129,1434384,0,,3285339,23794122,13.807355446862044
516,Kerala,Kottayam,Thomas Chazhikadan,MALE,66.0,GENERAL,KEC(M),420294,752,421046,1206698,0,,421046,20385216,2.065447822578873
517,Lakshadweep,Lakshadweep,MOHAMMED FAIZAL PP,MALE,43.0,ST,NCP,22796,55,22851,55189,0,,22851,47009,48.609840668808104
518,Mizoram,MIZORAM,C LALROSANGA,MALE,62.0,ST,MNF,223509,777,224286,792464,0,,224286,499621,44.891227550483265
519,Kerala,Malappuram,P.K. Kunhalikutty,MALE,67.0,GENERAL,IUML,589153,720,589873,1370544,0,,1111697,20385216,5.453447243335562
520,Kerala,Ponnani,E. T. Mohammed Basheer,MALE,72.0,GENERAL,IUML,521438,386,521824,1356803,0,,1111697,20385216,5.453447243335562
521,Karnataka,Mandya,SUMALATHA AMBAREESH,FEMALE,55.0,GENERAL,IND,702167,1493,703660,1712004,0,,1367841,35138682,3.89269295871712
522,Uttar Pradesh,Mirzapur,Anupriya Singh Patel,FEMALE,37.0,GENERAL,ADAL,590867,697,591564,1845150,0,,1039478,86481398,1.201967155988852
523,Uttar Pradesh,Robertsganj,PAKAURI LAL KOL,MALE,66.0,SC,ADAL,447691,223,447914,1723538,0,,1039478,86481398,1.201967155988852
524,Nagaland,Nagaland,Tokheho Yepthomi,MALE,62.0,ST,NDPP,499683,827,500510,1213777,0,,500510,1006357,49.73483564977438
525,Tamil Nadu,Nagapattinam ,SELVARAJ M,MALE,63.0,SC,CPI,519596,3296,522892,1303649,0,,1031617,43392884,2.3773874997568725
526,Tamil Nadu,Tiruppur,"SUBBARAYAN, K.",MALE,71.0,GENERAL,CPI,505793,2932,508725,1530014,0,,1031617,43392884,2.3773874997568725
527,Rajasthan,Nagaur,HANUMAN BENIWAL,MALE,47.0,GENERAL,RLTP,655496,4555,660051,1933169,0,,660051,32441064,2.0346157573623356
528,Goa,North Goa,SHRIPAD YESSO NAIK,MALE,66.0,GENERAL,BJP,244034,810,244844,556761,0,,436650,853203,51.17773847489988
529,Manipur,Outer manipur,Lorho S. Pfoze,MALE,59.0,ST,NPF,362707,820,363527,1022099,0,,363527,1617330,22.476983670617624
530,Puducherry,Puducherry,Ve. VAITHILINGAM,MALE,68.0,GENERAL,INC,444646,335,444981,973410,0,,444981,790760,56.27257322069907
531,Uttar Pradesh,Rae Bareli,SONIA GANDHI,FEMALE,72.0,GENERAL,INC,533687,1231,534918,1702248,0,,5457352,86481398,6.310434528359497
532,Jharkhand,Rajmahal,VIJAY KUMAR HANSDAK,MALE,36.0,ST,JMM,506589,1241,507830,1454436,0,,1722635,14961958,11.51343293437931
533,Tamil Nadu,Ramanathapuram,K. NAVASKANI,MALE,39.0,GENERAL,IUML,467585,2358,469943,1559740,0,,469943,43392884,1.0829955436932932
534,Punjab,Sangrur,BHAGWANT MANN,MALE,45.0,GENERAL,AAAP,412201,1360,413561,1529431,0,,1015773,13765432,7.379158169536561
535,Meghalaya,Shillong,VINCENT H. PALA,MALE,51.0,ST,INC,419212,477,419689,1197806,0,,660114,1367231,48.28108783373109
536,Sikkim,Sikkim,INDRA HANG SUBBA,MALE,30.0,GENERAL,SKM,161143,5779,166922,434128,0,,166922,351746,47.45526601581823
537,Jharkhand,Singhbhum,GEETA KORA,FEMALE,35.0,ST,INC,431545,270,431815,1269917,0,,2338466,14961958,15.629411605085378
538,Goa,South Goa,COSME FRANCISCO CAITANO SARDINHA,MALE,73.0,GENERAL,INC,201279,282,201561,579352,0,,366158,853203,42.915695326903446
539,Tamil Nadu,Theni ,"RAVEENDRANATH KUMAR, P",MALE,39.0,GENERAL,ADMK,503459,1354,504813,1561040,0,,8307345,43392884,19.144486916334024
540,Tripura,Tripura East,Rebati Tripura,MALE,43.0,ST,BJP,479634,2492,482126,1261861,0,,1055658,2153172,49.02803863323506
541,Tripura,Tripura West,Pratima Bhoumik,FEMALE,50.0,GENERAL,BJP,570021,3511,573532,1352857,0,,1055658,2153172,49.02803863323506
542,Meghalaya,Tura ,AGATHA K. SANGMA,FEMALE,38.0,ST,NPEP,304185,270,304455,716990,0,,304455,1367231,22.268000067289286
