,party,state,total_votes,split_votes,vote_perc
252,BJP,Uttar Pradesh,34318854,520018484,6.599545026941773
149,AITC,West Bengal,20316262,520018484,3.906834588595124
951,SP,Uttar Pradesh,17988967,520018484,3.459293766180819
96,ADMK,Tamil Nadu,17978922,520018484,3.457362104074747
241,BJP,Madhya Pradesh,16015695,520018484,3.0798318699763754
328,BSP,Uttar Pradesh,15914194,520018484,3.0603131407152055
233,BJP,Gujarat,15249243,520018484,2.932442493717204
247,BJP,Rajasthan,14895106,520018484,2.864341645209673
238,BJP,Karnataka,13350285,520018484,2.567271243381418
242,BJP,Maharashtra,13308961,520018484,2.5593246027770045
1027,YSRCP,Andhra Pradesh,13131029,520018484,2.525108126733434
482,INC,Karnataka,12666530,520018484,2.435784571073054
997,TDP,Andhra Pradesh,11729219,520018484,2.255538862730118
412,CPM,West Bengal,11723166,520018484,2.254374865644199
228,BJP,Bihar,10543025,520018484,2.02743274025621
485,INC,Madhya Pradesh,10340274,520018484,1.988443549248915
921,SHS,Maharashtra,10050652,520018484,1.9327489905147295
421,DMK,Tamil Nadu,9570666,520018484,1.8404472714858344
486,INC,Maharashtra,8830190,520018484,1.6980531022816487
254,BJP,West Bengal,8692297,520018484,1.6715361602415657
477,INC,Gujarat,8486083,520018484,1.6318810313673389
494,INC,Rajasthan,8230164,520018484,1.582667588408261
708,NCP,Maharashtra,7782275,520018484,1.4965381499785304
800,RJD,Bihar,7224893,520018484,1.3893531138404687
1004,TRS,Telangana,6736270,520018484,1.2953904923118078
499,INC,Uttar Pradesh,6061267,520018484,1.1655868371017366
563,JD(U),Bihar,5662444,520018484,1.088892832509392
483,INC,Kerala,5590285,520018484,1.0750165949870352
227,BJP,Assam,5507152,520018484,1.0590300478626833
237,BJP,Jharkhand,5207439,520018484,1.001394981183015
501,INC,West Bengal,4946911,520018484,0.9512952235751682
497,INC,Telangana,4755715,520018484,0.9145280689676408
493,INC,Punjab,4575879,520018484,0.8799454520928144
471,INC,Assam,4467295,520018484,0.8590646558632712
234,BJP,Haryana,3993527,520018484,0.7679586635616591
401,CPM,Kerala,3880655,520018484,0.7462532812583639
245,BJP,NCT OF Delhi,3838850,520018484,0.7382141439418527
897,SAD,Punjab,3636148,520018484,0.6992343756765385
558,JD(S),Karnataka,3406465,520018484,0.6550661379952025
58,AAAP,Punjab,3373062,520018484,0.6486427124771204
472,INC,Bihar,3021065,520018484,0.5809533878030382
533,INLD,Haryana,2799899,520018484,0.5384229765186577
56,AAAP,NCT OF Delhi,2722887,520018484,0.5236135029384841
478,INC,Haryana,2634905,520018484,0.5066944889597425
253,BJP,Uttarakhand,2429698,520018484,0.4672330070482648
998,TDP,Telangana,2370011,520018484,0.455755145811317
646,LJP,Bihar,2295929,520018484,0.44150911374142615
150,AIUDF,Assam,2237612,520018484,0.43029470467822833
249,BJP,Tamil Nadu,2223566,520018484,0.42759364684429185
419,DMDK,Tamil Nadu,2078843,520018484,0.3997632899525933
225,BJP,Andhra Pradesh,2077079,520018484,0.39942407124128304
516,IND,Kerala,2043666,520018484,0.3929987227146333
250,BJP,Telangana,2014829,520018484,0.38745334290848016
239,BJP,Kerala,1856796,520018484,0.3570634616134145
525,IND,Rajasthan,1806700,520018484,0.3474299578935736
757,PMK,Tamil Nadu,1804812,520018484,0.34706689387602613
496,INC,Tamil Nadu,1750990,520018484,0.3367168771639279
481,INC,Jharkhand,1724740,520018484,0.33166897967419173
235,BJP,Himachal Pradesh,1652995,520018484,0.31787235470653
518,IND,Maharashtra,1577114,520018484,0.3032803733953426
624,JVM,Jharkhand,1567655,520018484,0.30146139959132684
506,IND,Bihar,1533264,520018484,0.2948479808267738
500,INC,Uttarakhand,1494440,520018484,0.2873820923642399
505,IND,Assam,1436900,520018484,0.27631710106673824
669,MDMK,Tamil Nadu,1417535,520018484,0.2725931949757386
529,IND,Uttar Pradesh,1414869,520018484,0.27208052089163814
352,CPI,Kerala,1364010,520018484,0.26230029161809565
409,CPM,Tripura,1295436,520018484,0.24911345266719404
321,BSP,Maharashtra,1271680,520018484,0.24454515351419703
479,INC,Himachal Pradesh,1260477,520018484,0.242390807016006
862,RSP,West Bengal,1255794,520018484,0.24149026210383706
490,INC,NCT OF Delhi,1253078,520018484,0.240967972976899
246,BJP,Punjab,1209004,520018484,0.23249250501641783
610,JMM,Jharkhand,1205031,520018484,0.23172849371254273
366,CPI,West Bengal,1202785,520018484,0.23129658598827807
236,BJP,Jammu & Kashmir,1154220,520018484,0.2219574948801243
320,BSP,Madhya Pradesh,1124772,520018484,0.2162946192504957
121,AIFB,West Bengal,1106038,520018484,0.21269205500010652
989,SWP,Maharashtra,1105073,520018484,0.21250648467334093
52,AAAP,Maharashtra,1088997,520018484,0.20941505610019817
262,BLSP,Bihar,1078473,520018484,0.20739128188374165
526,IND,Tamil Nadu,866317,520018484,0.16659350131869544
1028,YSRCP,Telangana,864406,520018484,0.16622601438144263
469,INC,Andhra Pradesh,822614,520018484,0.1581893769760692
64,AAAP,Uttar Pradesh,821302,520018484,0.15793707825201075
543,IUML,Kerala,816226,520018484,0.15696095910313834
480,INC,Jammu & Kashmir,815510,520018484,0.156823271689704
94,AD,Uttar Pradesh,812325,520018484,0.15621079346094935
309,BSP,Bihar,765758,520018484,0.1472559194645858
597,JKPDP,Jammu & Kashmir,732644,520018484,0.14088806889410493
732,NPF,Nagaland,713372,520018484,0.1371820467827832
679,MNS,Maharashtra,708010,520018484,0.13615092958887978
444,HJCBL,Haryana,703698,520018484,0.13532172829456576
814,RLD,Uttar Pradesh,689409,520018484,0.13257394135243852
527,IND,Telangana,683159,520018484,0.13137206099773946
127,AIMIM,Telangana,680132,520018484,0.13078996630435158
325,BSP,Rajasthan,633786,520018484,0.12187759079733018
1013,VCK,Tamil Nadu,606110,520018484,0.11655547228586591
31, ,Uttar Pradesh,592331,520018484,0.11390575878068213
487,INC,Manipur,588872,520018484,0.11324059011717745
28, ,Tamil Nadu,581782,520018484,0.11187717704280681
4, ,Bihar,580964,520018484,0.11171987494198378
102,AGP,Assam,577730,520018484,0.11109797397124829
33, ,West Bengal,571294,520018484,0.10986032565719336
517,IND,Madhya Pradesh,548867,520018484,0.10554759434281956
510,IND,Gujarat,542006,520018484,0.10422821816464507
314,BSP,Haryana,527013,520018484,0.10134505141936455
747,PECP,Uttar Pradesh,500482,520018484,0.09624311738888112
524,IND,Punjab,498039,520018484,0.09577332639583634
774,PWPI,Maharashtra,497721,520018484,0.09571217472338925
45,AAAP,Haryana,487941,520018484,0.09383147234435614
515,IND,Karnataka,483513,520018484,0.09297996415065891
153,AJSUP,Jharkhand,481667,520018484,0.092624976769095
531,IND,West Bengal,473000,520018484,0.09095830524362669
370,CPI(ML)(L),Bihar,463045,520018484,0.089043950214662
9, ,Gujarat,454885,520018484,0.08747477522356686
866,RSPS,Maharashtra,451843,520018484,0.08688979601732773
232,BJP,Goa,436679,520018484,0.08397374582554261
18, ,Maharashtra,433171,520018484,0.08329915442005711
703,NCP,Bihar,431292,520018484,0.08293782111022038
514,IND,Jharkhand,426224,520018484,0.08196324036820199
635,KEC(M),Kerala,424194,520018484,0.08157286962899572
346,CPI,Bihar,413347,520018484,0.07948698223580837
488,INC,Meghalaya,408925,520018484,0.07863662784725167
860,RSP,Kerala,408528,520018484,0.07856028440712119
589,JKN,Jammu & Kashmir,396713,520018484,0.07628824978459804
17, ,Madhya Pradesh,391837,520018484,0.075350590807076
197,BBM,Maharashtra,360854,520018484,0.06939253336233332
775,QED,Uttar Pradesh,354577,520018484,0.06818546088450193
984,SUCI,West Bengal,350616,520018484,0.06742375719090785
51,AAAP,Madhya Pradesh,349488,520018484,0.06720684182449176
39,AAAP,Bihar,338637,520018484,0.06512018522787741
288,BOPF,Assam,330106,520018484,0.06347966661892734
26, ,Rajasthan,327911,520018484,0.06305756623835701
730,NPEP,Rajasthan,325334,520018484,0.0625620069305075
373,CPI(ML)(L),Jharkhand,319222,520018484,0.06138666409404017
491,INC,Nagaland,313147,520018484,0.060218436389272656
927,SJD,Kerala,307597,520018484,0.05915116663429987
498,INC,Tripura,307592,520018484,0.05915020513001611
138,AITC,Jharkhand,306332,520018484,0.058907906050508774
559,JD(S),Kerala,303595,520018484,0.058381578605578945
44,AAAP,Gujarat,301558,520018484,0.05798986176037543
476,INC,Goa,298750,520018484,0.05744988095461622
333,BVA,Maharashtra,293681,520018484,0.05647510791174107
731,NPF,Manipur,281133,520018484,0.05406211676121882
226,BJP,Arunachal Pradesh,275344,520018484,0.052948887101482336
910,SDPI,Kerala,273849,520018484,0.05266139732063832
59,AAAP,Rajasthan,272641,520018484,0.05242909788568208
503,IND,Andhra Pradesh,266507,520018484,0.05124952443036621
318,BSP,Karnataka,265006,520018484,0.05096088084438168
324,BSP,Punjab,263227,520018484,0.05061877762022013
773,PT,Tamil Nadu,262812,520018484,0.050538972764668115
522,IND,NCT OF Delhi,261664,520018484,0.05031821138111698
14, ,Karnataka,257881,520018484,0.04959073724002472
50,AAAP,Kerala,256662,520018484,0.049356322495644214
128,AINRC,Puducherry,255826,520018484,0.04919555897939966
49,AAAP,Karnataka,254501,520018484,0.04894076034420346
330,BSP,West Bengal,252594,520018484,0.04857404261037768
470,INC,Arunachal Pradesh,246084,520018484,0.04732216403292311
313,BSP,Gujarat,243949,520018484,0.046911601703757896
705,NCP,Gujarat,240466,520018484,0.046241817819691194
729,NPEP,Meghalaya,239301,520018484,0.046017787321575285
661,MAMAK,Tamil Nadu,236679,520018484,0.045513574475171924
327,BSP,Telangana,226204,520018484,0.043499223000696266
513,IND,Jammu & Kashmir,223498,520018484,0.04297885688232574
946,SP,Madhya Pradesh,221306,520018484,0.04255733340432568
407,CPM,Tamil Nadu,220632,520018484,0.042427722626874935
362,CPI,Tamil Nadu,219866,520018484,0.04228042017060301
556,JBSP,Jharkhand,215607,520018484,0.04146141082169687
801,RJD,Jharkhand,212571,520018484,0.040877585420598245
277,BMUP,Maharashtra,212129,520018484,0.04079258844191392
15, ,Kerala,210563,520018484,0.04049144530024052
489,INC,Mizoram,210485,520018484,0.04047644583341388
329,BSP,Uttarakhand,207846,520018484,0.03996896387244573
547,IUML,Tamil Nadu,205896,520018484,0.03959397720177962
521,IND,Mizoram,204331,520018484,0.03929302636096297
594,JKP,Jharkhand,203869,520018484,0.03920418336514361
61,AAAP,Tamil Nadu,203026,520018484,0.0390420737429018
356,CPI,Manipur,197428,520018484,0.03796557354680492
492,INC,Puducherry,194972,520018484,0.03749328264262237
147,AITC,Tripura,194755,520018484,0.03745155335670722
229,BJP,Chandigarh,191362,520018484,0.036799076549748184
511,IND,Haryana,191278,520018484,0.03678292327778103
13, ,Jharkhand,190927,520018484,0.036715425677061125
609,JMM,Bihar,189265,520018484,0.036395821653139544
628,JaSPa,Andhra Pradesh,189130,520018484,0.036369861037478045
363,CPI,Telangana,187702,520018484,0.036095255414036395
1, ,Andhra Pradesh,185562,520018484,0.035683731580587436
404,CPM,Maharashtra,181629,520018484,0.03492741231098239
520,IND,Meghalaya,180658,520018484,0.03474068817907634
308,BSP,Andhra Pradesh,171363,520018484,0.032953251715567865
431,GGP,Madhya Pradesh,169453,520018484,0.03258595707917183
243,BJP,Manipur,168272,520018484,0.03235884976734788
906,SDF,Sikkim,163698,520018484,0.03147926564856491
655,LSP,Telangana,158248,520018484,0.030431225979267305
326,BSP,Tamil Nadu,155951,520018484,0.0299895109113083
29, ,Telangana,154992,520018484,0.029805094389683272
282,BMUP,Uttar Pradesh,153830,520018484,0.029581640794137616
916,SHS,Bihar,147906,520018484,0.02844245051873964
3, ,Assam,147057,520018484,0.028279187091357315
267,BMUP,Bihar,144964,520018484,0.027876701398175687
317,BSP,Jharkhand,140141,520018484,0.026949234366061496
95,ADMK,Puducherry,132657,520018484,0.025510054754130627
364,CPI,Uttar Pradesh,129471,520018484,0.02489738422451922
1047,nuzp,Rajasthan,124990,520018484,0.024035684085414163
933,SKM,Sikkim,121956,520018484,0.02345224328602904
473,INC,Chandigarh,121720,520018484,0.023406860283835602
251,BJP,Tripura,115319,520018484,0.02217594249976699
905,SBSP,Uttar Pradesh,111433,520018484,0.021428661370429286
665,MCO,Jharkhand,110185,520018484,0.021188669901202974
40,AAAP,Chandigarh,108679,520018484,0.020899064810934682
408,CPM,Telangana,108458,520018484,0.020856566321592523
1007,UDP,Meghalaya,106817,520018484,0.020541000615662733
134,AITC,Assam,106661,520018484,0.02051100168200944
395,CPM,Bihar,106297,520018484,0.020441004170151766
765,PPOI,Telangana,103462,520018484,0.01989583124126026
566,JD(U),Gujarat,101660,520018484,0.019549305097393423
322,BSP,NCT OF Delhi,101609,520018484,0.019539497753699078
148,AITC,Uttar Pradesh,99486,520018484,0.019131243034814893
938,SP,Bihar,98331,520018484,0.018909135545266503
354,CPI,Madhya Pradesh,96683,520018484,0.01859222373333945
244,BJP,Meghalaya,95979,520018484,0.018456843930186144
825,RPD,Uttar Pradesh,95644,520018484,0.018392423143174273
151,AIUDF,West Bengal,95428,520018484,0.01835088615811587
224,BJP,Andaman & Nicobar Islands,90969,520018484,0.017493416637859357
48,AAAP,Jharkhand,89302,520018484,0.017172851109654018
568,JD(U),Jharkhand,86092,520018484,0.016555565359480568
207,BED,Bihar,83906,520018484,0.016135195686621015
468,INC,Andaman & Nicobar Islands,83157,520018484,0.01599116234491388
1025,WPOI,Telangana,83122,520018484,0.015984431814927563
230,BJP,Dadra & Nagar Haveli,80790,520018484,0.015535986216982243
406,CPM,Rajasthan,78856,520018484,0.015164076360024155
350,CPI,Jharkhand,78029,520018484,0.015005043551490372
530,IND,Uttarakhand,76158,520018484,0.014645248648507655
474,INC,Dadra & Nagar Haveli,74576,520018484,0.014341028693126224
829,RPI,Maharashtra,73984,520018484,0.014227186585929127
947,SP,Maharashtra,73732,520018484,0.014178726770027659
763,PPOI,Andhra Pradesh,72410,520018484,0.013924505037401707
839,RPI(A),Maharashtra,71808,520018484,0.013808739921637093
319,BSP,Kerala,71316,520018484,0.013714127900115182
614,JPC,Jammu & Kashmir,71154,520018484,0.013682975161321382
361,CPI,Rajasthan,70933,520018484,0.013640476671979223
65,AAAP,Uttarakhand,70328,520018484,0.01352413465364435
1023,WPOI,Kerala,68332,520018484,0.013140302143567652
399,CPM,Jharkhand,68212,520018484,0.013117226040757428
394,CPM,Assam,64945,520018484,0.012488979141749124
46,AAAP,Himachal Pradesh,63351,520018484,0.012182451576086668
709,NCP,Manipur,61662,520018484,0.011857655429032788
611,JMM,West Bengal,61451,520018484,0.011817079948258147
582,JDP,West Bengal,60608,520018484,0.011654970326016334
420,DMK,Puducherry,60580,520018484,0.011649585902027283
25, ,Punjab,58754,520018484,0.011298444537598398
84,ABML(S),Telangana,57644,520018484,0.011084990586603841
943,SP,Jharkhand,57401,520018484,0.01103826147841314
284,BMUP,West Bengal,56383,520018484,0.010842499206239755
928,SJP(R),Bihar,56145,520018484,0.010796731602332812
36,AAAP,Andhra Pradesh,55639,520018484,0.010699427368816376
355,CPI,Maharashtra,55533,520018484,0.010679043478000678
360,CPI,Punjab,54785,520018484,0.010535202437150292
316,BSP,Jammu & Kashmir,54091,520018484,0.010401745642564506
583,JDR,Bihar,53864,520018484,0.010358093348081835
874,RUC,Uttar Pradesh,53792,520018484,0.010344247686395702
578,JD(U),Uttar Pradesh,53560,520018484,0.010299633887629271
143,AITC,Manipur,52655,520018484,0.010125601612268843
953,SP,West Bengal,51660,520018484,0.00993426225980075
163,AMB,West Bengal,51550,520018484,0.009913109165558046
393,CPM,Andhra Pradesh,50066,520018484,0.009627734694138296
1001,TNMC,Tamil Nadu,49024,520018484,0.009427357201402864
32, ,Uttarakhand,48043,520018484,0.009238710060929295
1026,WPOI,West Bengal,48006,520018484,0.009231594929229477
913,SDPI,West Bengal,47861,520018484,0.009203711305000459
760,PPA,Arunachal Pradesh,47018,520018484,0.009041601682758645
231,BJP,Daman & Diu,46960,520018484,0.009030448233067038
271,BMUP,Gujarat,46956,520018484,0.00902967902964003
135,AITC,Bihar,46850,520018484,0.009009295138824334
62,AAAP,Telangana,46848,520018484,0.00900891053711083
823,RP(K),Telangana,45977,520018484,0.008841416490879966
335,BVM,Bihar,45667,520018484,0.008781803225286891
591,JKNPP,Jammu & Kashmir,43452,520018484,0.008355856827581536
863,RSPK(B),Kerala,43051,520018484,0.008278744184024044
519,IND,Manipur,43013,520018484,0.008271436751467473
706,NCP,Karnataka,42738,520018484,0.008218554015860713
369,CPI(ML)(L),Assam,42015,520018484,0.008079520496429123
912,SDPI,Tamil Nadu,42003,520018484,0.008077212886148101
581,JDP,Jharkhand,41387,520018484,0.007958755558388958
843,RPI(A),Telangana,40507,520018484,0.0077895308044473284
274,BMUP,Jharkhand,39752,520018484,0.007644343657599679
22, ,NCT OF Delhi,39690,520018484,0.007632421004481064
192,BA S D,Madhya Pradesh,39629,520018484,0.007620690652219201
280,BMUP,Rajasthan,39487,520018484,0.007593383930560438
1052,ravp,Bihar,38992,520018484,0.00749819500646827
336,BYS,Rajasthan,38633,520018484,0.007429158998894355
777,RADP,Jharkhand,38322,520018484,0.0073693534324445285
971,SUCI,Assam,37850,520018484,0.007278587428057654
475,INC,Daman & Diu,37738,520018484,0.007257049732101445
380,CPI(ML)(L),Uttar Pradesh,37712,520018484,0.007252049909825898
176,APoI,Maharashtra,37301,520018484,0.007173014257700885
299,BSCP,Madhya Pradesh,36913,520018484,0.0070984015252811665
697,NAP,Uttar Pradesh,36181,520018484,0.00695763729813881
276,BMUP,Madhya Pradesh,36117,520018484,0.006945330043306692
898,SAD(M),Punjab,35516,520018484,0.006829757228398828
400,CPM,Karnataka,35465,520018484,0.006819949884704482
382,CPI(ML)(L),West Bengal,34843,520018484,0.00670033875180483
10, ,Haryana,34220,520018484,0.006580535318048426
616,JPS,Bihar,33910,520018484,0.006520922052455351
112,AIFB,Jharkhand,33873,520018484,0.006513806920755532
632,KAP,Karnataka,33172,520018484,0.006379004020172482
888,RaJSP,West Bengal,32514,520018484,0.006252470056429764
759,PMSP,Uttar Pradesh,32138,520018484,0.006180164934291066
300,BSCP,Uttar Pradesh,31681,520018484,0.006092283442755469
12, ,Jammu & Kashmir,31550,520018484,0.006067092030520977
145,AITC,Rajasthan,31160,520018484,0.005992094696387754
20, ,Meghalaya,30145,520018484,0.005796909326784622
550,IUML,West Bengal,29564,520018484,0.005685182529011796
11, ,Himachal Pradesh,29155,520018484,0.0056065314786002875
396,CPM,Gujarat,28958,520018484,0.005568648209820172
962,SPP,Uttar Pradesh,28939,520018484,0.005564994493541887
345,CPI,Assam,28930,520018484,0.00556326378583112
38,AAAP,Assam,28613,520018484,0.0055023044142407836
512,IND,Himachal Pradesh,28507,520018484,0.005481920523425087
645,LD,Uttar Pradesh,28238,520018484,0.005430191592958838
351,CPI,Karnataka,28203,520018484,0.005423461062972523
925,SHS,Uttar Pradesh,27844,520018484,0.005354425055398607
1048,pjdl,Andhra Pradesh,27743,520018484,0.0053350026688666705
584,JGP,Rajasthan,27624,520018484,0.0053121188669132
615,JPJD,Bihar,27619,520018484,0.005311157362629441
713,NCP,Uttar Pradesh,27566,520018484,0.005300965417221592
909,SDPI,Karnataka,27254,520018484,0.005240967549915015
1041,jhspt,Uttar Pradesh,27122,520018484,0.005215583836823769
43,AAAP,Goa,27103,520018484,0.005211930120545484
523,IND,Puducherry,26771,520018484,0.005148086236103869
809,RKSP,Bihar,25921,520018484,0.004984630507864794
398,CPM,Himachal Pradesh,25399,520018484,0.0048842494606403265
939,SP,Gujarat,24729,520018484,0.0047554078866165845
937,SP,Assam,24650,520018484,0.004740216118933188
976,SUCI,Karnataka,24118,520018484,0.004637912063141202
30, ,Tripura,23783,520018484,0.00457349127612933
184,ASP,Uttar Pradesh,23316,520018484,0.004483686776026215
315,BSP,Himachal Pradesh,22928,520018484,0.004409074043606496
668,MD,Uttar Pradesh,22774,520018484,0.00437945971166671
756,PMK,Puducherry,22754,520018484,0.004375613694531674
742,PDS,West Bengal,22284,520018484,0.004285232291858302
24, ,Puducherry,22268,520018484,0.004282155478150273
349,CPI,Haryana,22068,520018484,0.004243695306799903
576,JD(U),Rajasthan,21760,520018484,0.004184466642920331
707,NCP,Lakshadweep,21665,520018484,0.004166198061528905
605,JMBP,Rajasthan,21641,520018484,0.004161582840966861
222,BJKVP,Bihar,21524,520018484,0.004139083640726894
535,IPFT,Tripura,21326,520018484,0.004101008071090027
769,PRSP,Madhya Pradesh,21284,520018484,0.004092931435106449
397,CPM,Haryana,21168,520018484,0.004070624535723234
108,AIFB,Assam,20579,520018484,0.003957359331096392
286,BNJD,Gujarat,20209,520018484,0.003886208014098207
845,RPI(A),West Bengal,20144,520018484,0.003873708458409336
484,INC,Lakshadweep,20130,520018484,0.0038710162464148097
542,IUML,Jharkhand,19543,520018484,0.0037581356435014723
662,MBCOI,Uttar Pradesh,19417,520018484,0.0037339057355507384
194,BA S D,Rajasthan,19349,520018484,0.0037208292772916126
